system:index,month,ndvi_mean,ndwi_max,ndwi_mean,rainfall_mm_x,year,.geo,year_month,temperature_c,rainfall_mm_y,humidity_percent
0,1.0,0.4814608333615609,0.2574525745257452,-0.3777200793378241,4.669378301649447,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01,19.44,1.4,66.03
1,2.0,0.5338328007378412,0.4136664217487142,-0.4490735818339548,6.414091284210813,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-02,20.78,7.8,56.93
2,3.0,0.4364197054341022,0.3025871766029246,-0.3654748295532759,33.77490323854315,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-03,22.13,34.1,67.19
3,4.0,0.4029918204314445,0.1768433179723502,-0.3342063462815173,99.69645703589276,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-04,22.23,150.6,82.77
4,5.0,0.3996647868947321,0.0854826823876197,-0.3362644645721531,353.4428574405455,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-05,21.26,401.1,90.39
5,6.0,0.0444817345420057,0.0548656284907024,-0.0552380384178028,847.522451425716,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-06,19.66,727.2,96.43
6,7.0,0.0056542520299515,0.0846733156930592,-0.0229805124072133,808.2678659743007,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-07,18.94,835.1,97.16
7,8.0,0.0167253425994276,0.0313146084413292,-0.0332923214139912,694.0480619701865,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-08,18.44,752.2,96.58
8,9.0,0.3755676508437143,0.5960334029227558,-0.3214683913477144,129.7878114112933,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-09,19.5,129.8,88.23
9,10.0,0.2956755979781755,0.3517191977077364,-0.2463522700986774,189.60169235696748,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-10,20.15,225.9,82.32
10,11.0,0.3264526027742118,0.2819383259911894,-0.2768249585947845,20.89769555156819,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-11,20.16,91.5,76.37
11,12.0,0.5178916825557879,0.3896894012167787,-0.410478899020588,32.00030188926208,2018,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-12,19.66,16.4,77.23
0,1.0,0.5533826867478319,0.5115661736822147,-0.4539658360978605,4.593608167279308,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-01,18.75,2.0,60.94
1,2.0,0.5136934634226774,0.4668101901686401,-0.4223584012493295,4.119710998673201,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-02,21.05,26.3,63.07
2,3.0,0.5358267372783626,0.3904761904761905,-0.4544524364049186,5.195833727196612,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-03,22.45,25.9,67.03
3,4.0,0.5374630737461683,0.2917857142857142,-0.4476868352551255,60.6466641041503,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-04,22.63,97.8,80.6
4,5.0,0.5121011332983753,0.1929140832595217,-0.4240512928147872,128.56276436657734,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-05,22.15,129.5,86.68
5,6.0,0.1866116611592132,0.0958333333333333,-0.1734136746498081,406.9044801516556,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-06,20.72,311.2,93.0
6,7.0,0.0202130912972796,0.0818904342889582,-0.0328161775468909,503.478952316184,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-07,19.32,690.6,96.68
7,8.0,0.0424094303290255,0.1374545454545454,-0.0521158507745922,1041.8887955037346,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-08,19.15,561.8,96.77
8,9.0,0.0777793290229155,0.2432900432900432,-0.0813139028784396,214.1224788191097,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-09,19.65,434.3,94.17
9,10.0,0.2949670214731346,0.2237707073363134,-0.2502835597639104,295.375774993637,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-10,19.69,512.6,93.0
10,11.0,0.5199787817293553,0.4437367303609342,-0.4132940007587432,70.22675338035602,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-11,20.23,100.1,83.77
11,12.0,0.523943633620256,0.3920668058455114,-0.4184142811538328,45.643214161296015,2019,"{""type"":""MultiPoint"",""coordinates"":[]}",2019-12,19.77,54.1,79.94
0,1.0,0.6049679431065331,0.5143866733972741,-0.4858891634607624,4.677958975147611,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01,20.2,4.3,72.9
1,2.0,0.5362432374629567,0.3725202057310801,-0.433099920668302,5.760003438547259,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02,21.02,7.3,66.9
2,3.0,0.5337237090324153,0.3241330502476999,-0.4468616755172359,9.148303080167818,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-03,22.13,34.5,73.16
3,4.0,0.5014495793318338,0.2668203730874031,-0.4158616002133076,75.15369509873095,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-04,22.45,120.6,82.43
4,5.0,0.388576465780181,0.1030126336248785,-0.3295141974747858,194.2589772182984,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-05,22.25,144.7,88.9
5,6.0,0.2038934985000005,0.3001255755546254,-0.1852481158958106,583.8109798911364,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-06,20.13,299.2,94.27
6,7.0,0.0754520854394597,0.0350052485053169,-0.0815567097607564,866.0660925242806,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-07,19.68,438.8,94.55
7,8.0,0.0282406015312438,0.0274267802918993,-0.0416958841648195,716.6961503267927,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-08,19.4,594.8,94.42
8,9.0,0.1366961589214732,0.3417976622329706,-0.130720362941661,434.8865785812668,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-09,19.49,544.2,94.57
9,10.0,0.2415935625795346,0.3438556933483653,-0.2093702680441678,169.61643466587265,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-10,19.52,201.9,89.9
10,11.0,0.5003326237507334,0.4610136452241715,-0.4017690144260566,48.08405003556953,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-11,20.05,74.0,79.57
11,12.0,0.530980459513725,0.3887850467289719,-0.4334708395078274,24.36667419604792,2020,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-12,19.77,31.6,75.52
0,1.0,0.5373927566214396,0.3343202566000493,-0.4324894998667415,37.52323563508679,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-01,19.49,81.7,77.55
1,2.0,0.5742519151059469,0.3987941429801895,-0.4647134521502475,8.336375057435344,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-02,19.63,20.8,70.36
2,3.0,0.5490000439202173,0.3318402388951101,-0.452731175328794,21.278170325595017,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-03,22.06,12.1,68.29
3,4.0,0.5113251806763466,0.2991568296795953,-0.4196976190220092,95.8309331247909,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-04,21.66,166.7,85.87
4,5.0,0.187748430086331,0.1795302013422818,-0.1705139510867173,258.65845326159854,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-05,20.78,349.5,92.1
5,6.0,0.1717620635290474,0.1416490486257928,-0.161922197192816,357.18820892653747,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-06,19.77,366.9,93.43
6,7.0,0.0406675517698451,0.047911787665886,-0.0509665807280841,855.0516509394386,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-07,19.13,842.6,96.48
7,8.0,0.020475492287104,0.0362446268073466,-0.0336604951535016,512.0630292046335,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-08,19.21,484.2,95.29
8,9.0,0.0674380144867269,0.1456410256410256,-0.0727282192832529,182.80515575542,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-09,19.42,348.1,94.1
9,10.0,0.0692517960044604,0.0948952879581151,-0.0744246537795397,472.6085100586369,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-10,20.07,274.9,91.13
10,11.0,0.1016645211291973,0.0630438643225004,-0.0973696260249858,174.9437069010255,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-11,19.39,262.3,89.93
11,12.0,0.5255167023461463,0.3979410720624778,-0.4131843768114809,20.83445758191448,2021,"{""type"":""MultiPoint"",""coordinates"":[]}",2021-12,19.42,20.0,76.26
0,1.0,0.4808802689161577,0.3316677076826983,-0.3803025280493165,7.304357335928112,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-01,19.64,3.2,68.87
1,2.0,0.3370793046311445,0.1636700648748841,-0.2824756533170984,4.231477437492248,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-02,20.79,3.1,64.54
2,3.0,0.2918636737517328,0.1250334672021419,-0.2468169618222777,31.632604989497125,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-03,21.92,85.1,68.48
3,4.0,0.3142718151950437,0.0979486482814834,-0.26243263284706,154.41826787151268,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-04,22.08,132.6,84.43
4,5.0,0.1950896156092292,0.0775652173913043,-0.1708962055473271,231.06843719241817,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-05,20.4,350.5,92.74
5,6.0,0.0558316442057456,0.0322173089071383,-0.0614803742954257,402.60313114295,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-06,19.89,275.0,92.77
6,7.0,0.0443708572788101,0.0993319268635724,-0.0524480587696288,1091.505423169203,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-07,18.88,679.1,96.03
7,8.0,0.0387148647463888,0.0303152925307705,-0.0463947581915753,914.530583499939,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-08,18.99,519.6,94.52
8,9.0,0.1157048686093558,0.1033700215590604,-0.1108447193873128,195.3132204242351,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-09,19.42,260.9,91.93
9,10.0,0.2221316558555054,0.1688980432543769,-0.1910830441663324,166.69918100243177,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-10,19.43,233.3,86.9
10,11.0,0.1457697360541158,0.0899886090368307,-0.1285256559544619,50.08613694297647,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-11,19.3,67.8,80.6
11,12.0,0.1926830941484265,0.2330149189653322,-0.165541858063172,56.12421502935626,2022,"{""type"":""MultiPoint"",""coordinates"":[]}",2022-12,19.06,51.3,75.29
0,1.0,0.350420121497791,0.1983805668016194,-0.291226711621798,5.226845633863117,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-01,18.82,13.6,63.74
1,2.0,0.3478808297105244,0.206266318537859,-0.2952843982108518,4.30824549452082,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-02,20.71,0.2,54.07
2,3.0,0.3521272264060682,0.1851924587588373,-0.3063513582899189,6.36062011173223,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-03,21.96,9.6,52.65
3,4.0,0.3352032396457034,0.1733219141419548,-0.2904732170192132,23.90762466839089,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-04,22.82,68.5,70.37
